Functional Loc.	Description	Order Type	Order	MaintActivType	Description4	Planner group	Main WorkCtr	User status	System status	Priority	Estimated costs	Total act.costs	Total settlemt	TotalPlnndCosts	TotSum (plan)	Total rev. act.	Tot. plan. rev.	TotSum (actual)	ABC indic.	Reference Date	Ref. Element PM/PS	Address number	Reference time	Changed on	Changed by	Available to	Avail. to time	Asset	Subnumber	Available from	Available from30	SystemCondition	Work center	PriorityType	Res./Purc. req.	Subnetwork of	Order category	Plant WkCntr	Assembly	Assembly desc.	Plant section	Acctg Indicator	PO date	PO number	Company Code	City	District	Country	Device data	Sort field	Description50	Equipment	Created on	Entered by	Billing form	Actual release	Actual Finish	Actual finish	Basic fin. date	Sched. finish	Basic fin. time	Finish time	Business Area	Actual start	Bas. start date	Sched. start	ActualStart	Start time	SchedStartTime	Hist.fr.	Planning plant	Costing Sheet	Sales Document	Item	CO Area	Cost Center	Resp. cost cntr	Customer	Leading order	Deletion flag	Long txt exists	Description81	Superior order	Base Unit	Quantity	Room	List name	Object number	Paging status	PGrp Task List	OrderPlanInd.	Group Counter	Group	Postal Code	Profit Center	Priority95	WBS element	WBS ord. header	Notification	Region	Revision	Serial Number	Material	Service product	Service product104	Division	Division - Sales	Location	Street	MaintPlant	Telephone	Sales Office	Sales Group	Sales Org.	Sales Org. - Sales	Superior act.	Distr. Channel	Distr. Channel - Sal	Currency	MaintItem	MaintenancePlan	Plant	Comp	Overhead key	Earlst Allow Fin Dat	Earl Allow Start Dat	Latest Allow Fin Dat	Original Due Date	Object list	Catalog type	Code group	Coding
EIS-MDP1-2501	Survival Craft	UM01	81070741	SFF	01 SFF Survival Craft LB.10	MEC	MM	SFTA PLAN SAFC	CRTD CSER NMAT PRC  SETC	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	03/30/2017			14:25:00				00:00:00				00:00:00			UM	2		30	G300							5703								01/02/2017	IP1020170102				00:00:00	03/30/2017	03/30/2017	19:00:00	19:00:00			03/30/2017	03/30/2017	00:00:00	14:25:00	14:25:42		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081070741		PPM	1	22	3036096		P9376	Medium			3000257623									MDP1		G301									GBP	600032624	MDP12501-01A	GB05			03/03/2017	03/03/2017	04/28/2017	04/28/2017	"597,308.000"			
EIS-MDP1-2501	Survival Craft	UM01	81070740	SFC	0101 SFC Survival Craft LB.10	MEC	MM	SFTA PLAN PERI SAFC	CRTD CSER NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	03/30/2017			15:34:00				00:00:00				00:00:00			UM	2		30	G300							5703								01/02/2017	IP1020170102				00:00:00	03/30/2017	03/30/2017	19:00:00	19:00:00			03/30/2017	03/30/2017	00:00:00	15:34:00	15:34:17		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081070740		PPM	1	4	3036096		P9376	High			3000257622									MDP1		G301									GBP	600032623	MDP12501-01A	GB05			03/03/2017	03/03/2017	04/28/2017	04/28/2017	"597,307.000"			
EIS-MDP1-2501	Survival Craft	UM01	81070739	EXM	01 EXM Survival Craft LB.10	ELE	EL	SFTA PLAN SAFC	CRTD CSER NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	03/30/2017			17:50:00				00:00:00				00:00:00			UM	2		30	G300							5703								01/02/2017	IP1020170102				00:00:00	03/30/2017	03/30/2017	19:00:00	19:00:00			03/30/2017	03/30/2017	00:00:00	17:50:00	17:50:32		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081070739		PPM	1	2	3036096		P9376	High			3000257621									MDP1		G301									GBP	600032622	MDP12501-01A	GB05			03/03/2017	03/03/2017	04/28/2017	04/28/2017	"597,306.000"			
EIS-MDP1-2501	Survival Craft	UM01	81068916	SFC	0102 SFC Survival Craft LB.9	MEC	MM	SFTA PLAN PERI SAFC	REL  CSER DSEX MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	02/27/2017			15:34:00	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								11/28/2016	IP1020161128		12/07/2016		00:00:00	02/28/2017	02/28/2017	09:34:00	09:34:00			02/27/2017	02/27/2017	00:00:00	15:34:00	15:34:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081068916		PPM	1	5	3036096		P9376	High			3000255259									MDP1		G301									GBP	600032629	MDP12501-02A	GB05			01/31/2017	01/31/2017	03/28/2017	03/28/2017	"592,167.000"			
EIS-MDP1-2501	Survival Craft	UM01	81068896	SFC	0101 SFC Survival Craft LB.10	MEC	MM	SFTA PLAN PERF SAFC	REL  PRT  CSER DSEX MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	02/27/2017			15:34:00	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								11/28/2016	IP1020161128		12/07/2016		00:00:00	02/28/2017	02/28/2017	09:34:00	09:34:00			02/27/2017	02/27/2017	00:00:00	15:34:00	15:34:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081068896		PPM	1	4	3036096		P9376	High			3000255239									MDP1		G301									GBP	600032623	MDP12501-01A	GB05			01/31/2017	01/31/2017	03/28/2017	03/28/2017	"592,147.000"			
EIS-MDP1-2501	Survival Craft	UM01	81067461	SFC	0101 SFC Survival Craft LB.10	MEC	MM	SFTA PLAN PERI SAFC	REL  CSER DSEX MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	02/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/31/2016	IP1020161031		12/07/2016		00:00:00	02/24/2017	02/24/2017	24:00:00	11:00:00			02/24/2017	02/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081067461		PPM	1	4	3036096		P9376	High			3000253328		02							MDP1		G301									GBP	600032623	MDP12501-01A	GB05			02/21/2017	02/21/2017	02/28/2017	02/28/2017	"588,505.000"			
EIS-MDP1-2501	Survival Craft	UM01	81067434	SFC	0102 SFC Survival Craft LB.9	MEC	MM	SFTA PLAN PERI SAFC	REL  CSER DSEX MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	02/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/31/2016	IP1020161031		12/07/2016		00:00:00	02/24/2017	02/24/2017	24:00:00	11:00:00			02/24/2017	02/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081067434		PPM	1	5	3036096		P9376	High			3000253301		02							MDP1		G301									GBP	600032629	MDP12501-02A	GB05			02/21/2017	02/21/2017	02/28/2017	02/28/2017	"588,478.000"			
EIS-MDP1-2501	Survival Craft	UM01	81066062	SFF	01 SFF Survival Craft LB.10	MEC	MM	SFTA PLAN SAFC	REL  CSER MANC NMAT PRC  SETC	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	01/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/03/2016	IP1020161003		12/07/2016		00:00:00	01/24/2017	01/24/2017	24:00:00	10:21:11			01/24/2017	01/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081066062		PPM	1	22	3036096		P9376	Medium			3000251531		01							MDP1		G301									GBP	600032624	MDP12501-01A	GB05			01/21/2017	01/21/2017	01/28/2017	01/28/2017	"585,609.000"			
EIS-MDP1-2501	Survival Craft	UM01	81066061	SFC	0101 SFC Survival Craft LB.10	MEC	MM	SFTA PLAN PERI SAFC	REL  CSER MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	01/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/03/2016	IP1020161003		12/07/2016		00:00:00	01/24/2017	01/24/2017	24:00:00	11:31:46			01/24/2017	01/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081066061		PPM	1	4	3036096		P9376	High			3000251530		01							MDP1		G301									GBP	600032623	MDP12501-01A	GB05			01/21/2017	01/21/2017	01/28/2017	01/28/2017	"585,608.000"			
EIS-MDP1-2501	Survival Craft	UM01	81066033	SFF	02 SFF Survival Craft LB.9	MEC	MM	SFTA PLAN SAFC	REL  CSER MANC NMAT PRC  SETC	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	01/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/03/2016	IP1020161003		12/07/2016		00:00:00	01/24/2017	01/24/2017	24:00:00	10:21:11			01/24/2017	01/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081066033		PPM	1	24	3036096		P9376	Medium			3000251502		01							MDP1		G301									GBP	600032630	MDP12501-02A	GB05			01/21/2017	01/21/2017	01/28/2017	01/28/2017	"585,080.000"			
EIS-MDP1-2501	Survival Craft	UM01	81066032	SFC	0102 SFC Survival Craft LB.9	MEC	MM	SFTA PLAN PERI SAFC	REL  CSER MANC NMAT PRC  SETC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	I	01/24/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								10/03/2016	IP1020161003		12/07/2016		00:00:00	01/24/2017	01/24/2017	24:00:00	11:31:46			01/24/2017	01/24/2017	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081066032		PPM	1	5	3036096		P9376	High			3000251501		01							MDP1		G301									GBP	600032629	MDP12501-02A	GB05			01/21/2017	01/21/2017	01/28/2017	01/28/2017	"585,079.000"			
EIS-MDP1-2501	Survival Craft	UM01	81064929	SFC	0101 SFC Survival Craft LB.10	MEC	MM	WCOM PLAN PERI SAFC	REL  MANC MSCP NMAT PRC  SETC	2	0.00	0.00	0.00	156.00	156.00	0.00	0.00	0.00	I	12/23/2016			23:59:59	12/15/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								09/05/2016	IP1020160905		12/07/2016		00:00:00	12/23/2016	12/23/2016	24:00:00	10:25:43			12/23/2016	12/23/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081064929		PPM	1	4	3036096		P9376	High			3000249937									MDP1		G301									GBP	600032623	MDP12501-01A	GB05	12/15/2016		12/21/2016	12/21/2016	12/28/2016	12/28/2016	"581,913.000"			
EIS-MDP1-2501	Survival Craft	UM01	81064863	SFC	0102 SFC Survival Craft LB.9	MEC	MM	WCOM PLAN PERI SAFC	REL  MANC MSCP NMAT PRC  SETC	2	0.00	0.00	0.00	156.00	156.00	0.00	0.00	0.00	I	12/22/2016			23:59:59	12/15/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								09/05/2016	IP1020160905		12/07/2016		00:00:00	12/22/2016	12/22/2016	24:00:00	10:25:43			12/22/2016	12/22/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081064863		PPM	1	5	3036096		P9376	High			3000249871									MDP1		G301									GBP	600032629	MDP12501-02A	GB05	12/15/2016		12/21/2016	12/21/2016	12/28/2016	12/28/2016	"581,847.000"			
EIS-MDP1-2501	Survival Craft	UM01	81064665	SFF	4858 SFF Recertify Hyd Accumulator LB.10	MEC	MM	WCOM PLT  ORNP PLAN SAFC	REL  PRT  MANC PRC  SETC	3	0.00	0.00	0.00	462.68	462.68	0.00	0.00	0.00	I	12/12/2016			23:59:59	12/12/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								08/29/2016	IP1020160829		09/02/2016		00:00:00	12/12/2016	12/12/2016	24:00:00	10:25:43			12/12/2016	12/12/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081064665		PPM	1	10	3036096		P9376	Medium			3000249587									MDP1		G301									GBP	600032648	MDP12501-58A	GB05	12/12/2016		10/26/2016	10/26/2016	12/21/2016	12/21/2016	"581,306.000"			
EIS-MDP1-2501	Survival Craft	UM01	81064613	SFF	4859 SFF Recertify Hyd Accumulator LB.9	MEC	MM	WCOM PLT  ORNP PLAN SAFC	REL  MANC PRC  SETC	3	0.00	0.00	0.00	462.68	462.68	0.00	0.00	0.00	I	12/10/2016			23:59:59	12/09/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								08/29/2016	IP1020160829		09/02/2016		00:00:00	12/10/2016	12/10/2016	24:00:00	10:25:43			12/10/2016	12/10/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081064613		PPM	1	11	3036096		P9376	Medium			3000249535									MDP1		G301									GBP	600032649	MDP12501-59A	GB05	12/09/2016		10/26/2016	10/26/2016	12/21/2016	12/21/2016	"581,254.000"			
EIS-MDP1-2501	Survival Craft	UM01	81063521	SFC	03 SFC Survival Craft	TRD	LG	WCOM PLAN PASS SAFC	REL  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	130.00	130.00	0.00	0.00	0.00	I	09/20/2016			23:59:59	09/26/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								08/01/2016	IP1020160801		08/02/2016		00:00:00	09/20/2016	09/20/2016	24:00:00	09:24:22			09/20/2016	09/20/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081063521		PPM	1	38	3036096		P9376	High			3000248041									MDP1		G301									GBP	600041904	MDP12501-03A	GB05	09/26/2016		08/29/2016	08/29/2016	09/26/2016	09/26/2016	"578,530.000"			
EIS-MDP1-2501	Survival Craft	UM01	81063513	SFC	0102 SFC Survival Craft LB.9	MEC	MM	WCOM PLAN PERI SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	912.00	0.00	156.00	156.00	0.00	0.00	912.00	I	11/22/2016			23:59:59	11/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								08/01/2016	IP1020160801		08/02/2016		00:00:00	11/22/2016	11/22/2016	24:00:00	10:25:43		11/23/2016	11/22/2016	11/22/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081063513		PPM	1	5	3036096		P9376	High			3000248033									MDP1		G301									GBP	600032629	MDP12501-02A	GB05	11/24/2016		11/21/2016	11/21/2016	11/28/2016	11/28/2016	"578,522.000"			
EIS-MDP1-2501	Survival Craft	UM01	81063509	SFC	0101 SFC Survival Craft LB.10	MEC	MM	WCOM PLAN PERI SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	520.00	0.00	156.00	156.00	0.00	0.00	520.00	I	11/22/2016			23:59:59	11/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								08/01/2016	IP1020160801		08/02/2016		00:00:00	11/22/2016	11/22/2016	24:00:00	10:25:43		11/23/2016	11/22/2016	11/22/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081063509		PPM	1	4	3036096		P9376	High			3000248029									MDP1		G301									GBP	600032623	MDP12501-01A	GB05	11/24/2016		11/21/2016	11/21/2016	11/28/2016	11/28/2016	"578,518.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062649	EXM	01 EXM Survival Craft LB.10	TRD	RA	WCOM SAFC	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	363.00	0.00	234.00	234.00	0.00	0.00	363.00	I	12/21/2016			16:02:37	12/21/2016	PICKERIA		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016	10/28/2016	24:00:00	11/24/2016	11/24/2016	24:00:00	09:24:22		10/28/2016	11/24/2016	11/24/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C013								0.000	MSF		OR000081062649		PPM	1	32	3036096		P9376	High			3000246702									MDP1		G301									GBP	600032627	MDP12501-01A	GB05	10/28/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,859.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062648	PPM	01 GEN Survival Craft LB.10	ELE	EL	WCOM PLAN	REL  PCNF PRT  MANC NMAT PRC  SETC	4	0.00	290.00	0.00	250.00	250.00	0.00	0.00	290.00	I	10/31/2016			09:34:00	10/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/31/2016	10/31/2016	15:35:00	15:35:00		10/21/2016	10/31/2016	10/31/2016	00:00:00	09:34:00	09:34:06		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062648		PPM	1	28	3036096		P9376	Low			3000246701									MDP1		G301									GBP	600032626	MDP12501-01A	GB05	10/24/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,858.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062647	PPM	4801 GEN Filters & Injectors LB.10	MEC	MM	SFTA MERR PLAN	REL  MANC PRC  SETC	4	0.00	0.00	0.00	560.38	560.38	0.00	0.00	0.00	I	11/07/2016			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/07/2016	11/07/2016	24:00:00	07:34:17			11/07/2016	11/07/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062647		PPM	1	23	3036096		P9376	Low			3000246700									MDP1		G301									GBP	600032625	MDP12501-01A	GB05			10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,857.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062646	SFF	01 SFF Survival Craft LB.10	MEC	MM	WCOM MERR PLAN SAFC	REL  PCNF PRT  GMPS MANC PRC  SETC	3	0.00	"1,314.45"	0.00	"1,961.58"	"1,961.58"	0.00	0.00	"1,314.45"	I	10/25/2016			23:59:59	10/29/2016	GIRVANS		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/26/2016	10/26/2016	24:00:00	13:17:09		10/28/2016	10/25/2016	10/25/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062646		PPM	1	22	3036096		P9376	Medium			3000246699									MDP1		G301									GBP	600032624	MDP12501-01A	GB05	10/28/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,856.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062645	SFC	0101 SFC Survival Craft LB.10	MEC	MM	WCOM PLAN PASS SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	534.00	0.00	180.00	180.00	0.00	0.00	534.00	I	10/25/2016			23:59:59	10/29/2016	GIRVANS		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/25/2016	10/25/2016	24:00:00	10:25:43		10/28/2016	10/25/2016	10/25/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062645		PPM	1	4	3036096		P9376	High			3000246698									MDP1		G301									GBP	600032623	MDP12501-01A	GB05	10/28/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,855.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062644	EXM	01 EXM Survival Craft LB.10	ELE	EL	WCOM PLAN SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	232.00	0.00	200.00	200.00	0.00	0.00	232.00	I	11/25/2016			23:59:59	10/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/25/2016	11/25/2016	24:00:00	11:34:17		10/21/2016	11/25/2016	11/25/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062644		PPM	1	2	3036096		P9376	High			3000246697									MDP1		G301									GBP	600032622	MDP12501-01A	GB05	10/24/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,854.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062628	EXM	02 EXM Survival Craft LB.9	TRD	RA	WCOM PLAN SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	248.00	0.00	234.00	234.00	0.00	0.00	248.00	I	11/08/2016			23:59:59	12/04/2016	GARA0M		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/08/2016	11/08/2016	24:00:00	09:24:22		11/08/2016	11/08/2016	11/08/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C013								0.000	MSF		OR000081062628		PPM	1	33	3036096		P9376	High			3000246681									MDP1		G301									GBP	600032633	MDP12501-02A	GB05	11/08/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,838.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062627	PPM	02 GEN Survival Craft LB.9	ELE	EL	WCOM PLAN	REL  PRT  MANC NMAT PRC  SETC	4	0.00	0.00	0.00	250.00	250.00	0.00	0.00	0.00	I	11/01/2016			09:34:00	10/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/01/2016	11/01/2016	15:35:00	15:35:00			11/01/2016	11/01/2016	00:00:00	09:34:00	09:34:06		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062627		PPM	1	29	3036096		P9376	Low			3000246680									MDP1		G301									GBP	600032632	MDP12501-02A	GB05	10/24/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,837.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062626	PPM	4802 GEN Filters & Injectors LB.9	MEC	MM	SFTA MERR PLAN	REL  MANC PRC  SETC	4	0.00	0.00	0.00	560.38	560.38	0.00	0.00	0.00	I	11/07/2016			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/07/2016	11/07/2016	24:00:00	07:34:17			11/07/2016	11/07/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062626		PPM	1	25	3036096		P9376	Low			3000246679									MDP1		G301									GBP	600032631	MDP12501-02A	GB05			10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,836.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062625	SFF	02 SFF Survival Craft LB.9	MEC	MM	WCOM PLT  PLAN SAFC	REL  PCNF GMPS MANC PPRT PRC  SETC	3	0.00	"1,218.35"	0.00	"2,036.35"	"2,036.35"	0.00	0.00	"1,218.35"	I	10/24/2016			23:59:59	10/28/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/25/2016	10/25/2016	24:00:00	13:17:09		10/26/2016	10/24/2016	10/24/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062625		PPM	1	24	3036096		P9376	Medium			3000246678									MDP1		G301									GBP	600032630	MDP12501-02A	GB05	10/28/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,835.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062624	SFC	0102 SFC Survival Craft LB.9	MEC	MM	WCOM PLAN PASS SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	2	0.00	266.00	0.00	180.00	180.00	0.00	0.00	266.00	I	10/24/2016			23:59:59	10/28/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/24/2016	10/24/2016	24:00:00	10:25:43		10/26/2016	10/24/2016	10/24/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062624		PPM	1	5	3036096		P9376	High			3000246677									MDP1		G301									GBP	600032629	MDP12501-02A	GB05	10/28/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,834.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062623	EXM	02 EXM Survival Craft LB.9	ELE	EL	WCOM PLAN SAFC	REL  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	200.00	200.00	0.00	0.00	0.00	I	11/25/2016			23:59:59	10/24/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/25/2016	11/25/2016	24:00:00	11:34:17			11/25/2016	11/25/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062623		PPM	1	3	3036096		P9376	High			3000246676									MDP1		G301									GBP	600032628	MDP12501-02A	GB05	10/24/2016		10/21/2016	10/21/2016	10/28/2016	10/28/2016	"575,833.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062612	SFF	09 SFF Survival Craft LB.10	MEC	MM	WCOM PLAN SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	3	0.00	182.00	0.00	"4,200.00"	"4,200.00"	0.00	0.00	182.00	I	10/29/2016			23:59:59	10/29/2016	GIRVANS		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	11/01/2016	11/01/2016	24:00:00	13:06:19		10/28/2016	10/29/2016	10/29/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062612		PPM	1	6	3036096		P9376	Medium			3000246665									MDP1		G301									GBP	600032634	MDP12501-09A	GB05	10/28/2016		10/03/2016	10/03/2016	10/31/2016	10/31/2016	"575,822.000"			
EIS-MDP1-2501	Survival Craft	UM01	81062601	SFF	10 SFF Survival Craft LB.9	MEC	MM	WCOM PLAN SAFC	REL  PCNF PRT  MANC NMAT PRC  SETC	3	0.00	508.00	0.00	"1,440.00"	"1,440.00"	0.00	0.00	508.00	I	10/29/2016			23:59:59	10/28/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	G300							5703								07/04/2016	IP1020160704		07/06/2016		00:00:00	10/30/2016	10/30/2016	24:00:00	09:26:10		10/26/2016	10/29/2016	10/29/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000081062601		PPM	1	7	3036096		P9376	Medium			3000246654									MDP1		G301									GBP	600032635	MDP12501-10A	GB05	10/28/2016		10/03/2016	10/03/2016	10/31/2016	10/31/2016	"575,811.000"			
